instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
11055,4/10/2012,2,1,4,18,0,2,1,1,22.14,25.76,22,27.9993,704
11056,4/10/2012,2,1,4,19,0,2,1,1,21.32,25,20,23.9994,479
11057,4/10/2012,2,1,4,20,0,2,1,1,18.86,22.725,28,26.0027,282
11058,4/10/2012,2,1,4,21,0,2,1,1,18.04,21.97,30,30.0026,206
11059,4/10/2012,2,1,4,22,0,2,1,1,16.4,20.455,37,32.9975,127
11060,4/10/2012,2,1,4,23,0,2,1,1,14.76,16.665,40,27.9993,62
11061,4/11/2012,2,1,4,0,0,3,1,1,13.94,15.15,36,27.9993,30
11062,4/11/2012,2,1,4,1,0,3,1,1,13.94,15.91,39,19.0012,12
11063,4/11/2012,2,1,4,2,0,3,1,1,13.12,15.15,45,19.0012,2
11064,4/11/2012,2,1,4,3,0,3,1,1,12.3,14.395,49,15.0013,2
11065,4/11/2012,2,1,4,5,0,3,1,1,11.48,13.635,56,12.998,27
11066,4/11/2012,2,1,4,6,0,3,1,1,11.48,14.395,56,7.0015,106
11067,4/11/2012,2,1,4,7,0,3,1,1,11.48,14.395,52,8.9981,321
11068,4/11/2012,2,1,4,8,0,3,1,1,12.3,14.395,49,15.0013,595
11069,4/11/2012,2,1,4,9,0,3,1,2,13.12,15.15,49,19.9995,302
11070,4/11/2012,2,1,4,10,0,3,1,2,13.94,15.15,49,22.0028,153
11071,4/11/2012,2,1,4,11,0,3,1,2,15.58,19.695,43,22.0028,180
11072,4/11/2012,2,1,4,12,0,3,1,2,14.76,16.665,46,26.0027,182
11073,4/11/2012,2,1,4,13,0,3,1,2,16.4,20.455,40,23.9994,163
11074,4/11/2012,2,1,4,14,0,3,1,1,14.76,17.425,57,12.998,135
11075,4/11/2012,2,1,4,15,0,3,1,3,15.58,19.695,46,15.0013,202
11076,4/11/2012,2,1,4,16,0,3,1,1,18.04,21.97,33,19.9995,307
11077,4/11/2012,2,1,4,17,0,3,1,1,17.22,21.21,35,26.0027,579
11078,4/11/2012,2,1,4,18,0,3,1,3,16.4,20.455,43,27.9993,585
11079,4/11/2012,2,1,4,19,0,3,1,1,16.4,20.455,40,23.9994,384
11080,4/11/2012,2,1,4,20,0,3,1,1,14.76,16.665,46,22.0028,235
11081,4/11/2012,2,1,4,21,0,3,1,1,13.94,15.15,57,26.0027,165
11082,4/11/2012,2,1,4,22,0,3,1,1,13.94,15.15,57,22.0028,134
11083,4/11/2012,2,1,4,23,0,3,1,1,13.94,15.15,57,19.9995,61
11084,4/12/2012,2,1,4,0,0,4,1,1,13.12,15.15,66,19.0012,23
11085,4/12/2012,2,1,4,1,0,4,1,1,13.12,15.15,66,15.0013,9
11086,4/12/2012,2,1,4,2,0,4,1,1,13.12,15.15,61,19.0012,4
11087,4/12/2012,2,1,4,3,0,4,1,1,13.12,15.15,61,16.9979,5
11088,4/12/2012,2,1,4,4,0,4,1,1,12.3,14.395,61,15.0013,1
11089,4/12/2012,2,1,4,5,0,4,1,1,12.3,14.395,61,15.0013,21
11090,4/12/2012,2,1,4,6,0,4,1,1,12.3,14.395,65,16.9979,96
11091,4/12/2012,2,1,4,7,0,4,1,1,12.3,13.635,65,22.0028,306
11092,4/12/2012,2,1,4,8,0,4,1,1,13.12,15.15,66,22.0028,624
11093,4/12/2012,2,1,4,9,0,4,1,1,14.76,16.665,57,23.9994,287
11094,4/12/2012,2,1,4,10,0,4,1,1,16.4,20.455,50,19.9995,141
11095,4/12/2012,2,1,4,11,0,4,1,1,17.22,21.21,47,19.9995,224
11096,4/12/2012,2,1,4,12,0,4,1,1,18.86,22.725,41,30.0026,259
11097,4/12/2012,2,1,4,13,0,4,1,1,19.68,23.485,36,30.0026,203
11098,4/12/2012,2,1,4,14,0,4,1,1,20.5,24.24,31,22.0028,224
11099,4/12/2012,2,1,4,15,0,4,1,1,19.68,23.485,31,16.9979,211
11100,4/12/2012,2,1,4,16,0,4,1,1,19.68,23.485,31,19.0012,353
11101,4/12/2012,2,1,4,17,0,4,1,1,20.5,24.24,27,26.0027,656
11102,4/12/2012,2,1,4,18,0,4,1,1,20.5,24.24,27,26.0027,610
11103,4/12/2012,2,1,4,19,0,4,1,1,18.86,22.725,31,19.9995,433
11104,4/12/2012,2,1,4,20,0,4,1,1,18.04,21.97,33,16.9979,280
11105,4/12/2012,2,1,4,21,0,4,1,1,17.22,21.21,35,8.9981,187
11106,4/12/2012,2,1,4,22,0,4,1,1,17.22,21.21,35,12.998,158
11107,4/12/2012,2,1,4,23,0,4,1,1,17.22,21.21,35,12.998,94
11108,4/13/2012,2,1,4,0,0,5,1,1,16.4,20.455,37,16.9979,55
11109,4/13/2012,2,1,4,1,0,5,1,1,14.76,17.425,46,12.998,30
11110,4/13/2012,2,1,4,2,0,5,1,1,13.94,16.665,49,12.998,11
11111,4/13/2012,2,1,4,3,0,5,1,1,13.94,16.665,61,11.0014,11
11112,4/13/2012,2,1,4,4,0,5,1,2,13.94,16.665,53,8.9981,5
11113,4/13/2012,2,1,4,5,0,5,1,2,13.94,16.665,53,11.0014,21
11114,4/13/2012,2,1,4,6,0,5,1,1,13.12,15.91,57,11.0014,84
11115,4/13/2012,2,1,4,7,0,5,1,1,13.94,15.91,61,15.0013,296
11116,4/13/2012,2,1,4,8,0,5,1,1,15.58,19.695,46,11.0014,563
11117,4/13/2012,2,1,4,9,0,5,1,1,17.22,21.21,41,11.0014,330
11118,4/13/2012,2,1,4,10,0,5,1,1,18.04,21.97,38,12.998,192
11119,4/13/2012,2,1,4,11,0,5,1,1,18.86,22.725,36,8.9981,233
11120,4/13/2012,2,1,4,12,0,5,1,1,20.5,24.24,31,0,322
11121,4/13/2012,2,1,4,13,0,5,1,1,21.32,25,27,19.0012,358
11122,4/13/2012,2,1,4,14,0,5,1,1,21.32,25,27,0,348
11123,4/13/2012,2,1,4,15,0,5,1,1,22.14,25.76,28,16.9979,352
11124,4/13/2012,2,1,4,16,0,5,1,1,22.96,26.515,26,16.9979,463
11125,4/13/2012,2,1,4,17,0,5,1,1,22.96,26.515,24,11.0014,738
11126,4/13/2012,2,1,4,18,0,5,1,1,22.14,25.76,26,8.9981,671
11127,4/13/2012,2,1,4,19,0,5,1,1,22.14,25.76,24,11.0014,427
11128,4/13/2012,2,1,4,20,0,5,1,1,20.5,24.24,29,8.9981,286
11129,4/13/2012,2,1,4,21,0,5,1,1,20.5,24.24,36,0,189
11130,4/13/2012,2,1,4,22,0,5,1,1,18.04,21.97,62,7.0015,215
11131,4/13/2012,2,1,4,23,0,5,1,1,17.22,21.21,62,6.0032,198
11132,4/14/2012,2,1,4,0,0,6,0,1,16.4,20.455,58,8.9981,96
11133,4/14/2012,2,1,4,1,0,6,0,1,16.4,20.455,58,8.9981,70
11134,4/14/2012,2,1,4,2,0,6,0,1,15.58,19.695,66,8.9981,56
11135,4/14/2012,2,1,4,3,0,6,0,1,14.76,18.18,66,6.0032,32
11136,4/14/2012,2,1,4,4,0,6,0,1,14.76,18.18,71,7.0015,14
11137,4/14/2012,2,1,4,5,0,6,0,1,14.76,18.18,66,7.0015,7
11138,4/14/2012,2,1,4,6,0,6,0,1,13.94,16.665,76,11.0014,21
11139,4/14/2012,2,1,4,7,0,6,0,1,14.76,18.18,71,7.0015,64
11140,4/14/2012,2,1,4,8,0,6,0,1,14.76,17.425,71,8.9981,160
11141,4/14/2012,2,1,4,9,0,6,0,1,17.22,21.21,54,8.9981,265
11142,4/14/2012,2,1,4,10,0,6,0,1,18.86,22.725,51,11.0014,406
11143,4/14/2012,2,1,4,11,0,6,0,1,21.32,25,45,12.998,564
11144,4/14/2012,2,1,4,12,0,6,0,1,23.78,27.275,35,16.9979,678
11145,4/14/2012,2,1,4,13,0,6,0,1,25.42,31.06,33,19.9995,678
11146,4/14/2012,2,1,4,14,0,6,0,2,26.24,31.06,27,30.0026,660
11147,4/14/2012,2,1,4,15,0,6,0,2,26.24,31.06,27,23.9994,658
11148,4/14/2012,2,1,4,16,0,6,0,2,26.24,31.06,27,23.9994,582
11149,4/14/2012,2,1,4,17,0,6,0,2,25.42,31.06,33,16.9979,560
11150,4/14/2012,2,1,4,18,0,6,0,2,25.42,31.06,35,15.0013,481
11151,4/14/2012,2,1,4,19,0,6,0,2,24.6,31.06,40,11.0014,459
11152,4/14/2012,2,1,4,20,0,6,0,2,22.96,26.515,46,8.9981,321
11153,4/14/2012,2,1,4,21,0,6,0,2,22.96,26.515,43,8.9981,220
11154,4/14/2012,2,1,4,22,0,6,0,2,22.14,25.76,52,11.0014,212
11155,4/14/2012,2,1,4,23,0,6,0,2,22.14,25.76,56,12.998,196
11156,4/15/2012,2,1,4,0,0,0,0,2,22.14,25.76,56,12.998,124
11157,4/15/2012,2,1,4,1,0,0,0,2,22.14,25.76,56,11.0014,106
11158,4/15/2012,2,1,4,2,0,0,0,2,22.14,25.76,56,7.0015,74
11159,4/15/2012,2,1,4,3,0,0,0,2,21.32,25,59,8.9981,45
11160,4/15/2012,2,1,4,4,0,0,0,2,22.14,25.76,52,0,12
11161,4/15/2012,2,1,4,5,0,0,0,1,20.5,24.24,68,11.0014,10
11162,4/15/2012,2,1,4,6,0,0,0,1,20.5,24.24,63,8.9981,16
11163,4/15/2012,2,1,4,7,0,0,0,1,20.5,24.24,63,7.0015,46
11164,4/15/2012,2,1,4,8,0,0,0,1,21.32,25,59,0,97
11165,4/15/2012,2,1,4,9,0,0,0,1,22.14,25.76,56,15.0013,251
11166,4/15/2012,2,1,4,10,0,0,0,1,23.78,27.275,53,15.0013,421
11167,4/15/2012,2,1,4,11,0,0,0,1,25.42,31.06,46,19.9995,528
11168,4/15/2012,2,1,4,12,0,0,0,1,26.24,31.06,44,19.0012,635
11169,4/15/2012,2,1,4,13,0,0,0,1,27.06,31.06,44,19.0012,681
11170,4/15/2012,2,1,4,14,0,0,0,1,28.7,31.82,39,19.0012,628
11171,4/15/2012,2,1,4,15,0,0,0,1,28.7,31.82,39,26.0027,617
11172,4/15/2012,2,1,4,16,0,0,0,1,29.52,32.575,39,23.9994,616
11173,4/15/2012,2,1,4,17,0,0,0,1,28.7,31.82,42,22.0028,623
11174,4/15/2012,2,1,4,18,0,0,0,1,28.7,31.82,42,16.9979,479
11175,4/15/2012,2,1,4,19,0,0,0,1,28.7,31.82,42,16.9979,379
11176,4/15/2012,2,1,4,20,0,0,0,1,26.24,31.06,50,15.0013,291
11177,4/15/2012,2,1,4,21,0,0,0,1,25.42,31.06,57,16.9979,229
11178,4/15/2012,2,1,4,22,0,0,0,1,27.88,31.82,44,23.9994,134
11179,4/15/2012,2,1,4,23,0,0,0,1,27.06,31.06,50,26.0027,90
11180,4/16/2012,2,1,4,0,1,1,0,1,26.24,31.06,53,22.0028,41
11181,4/16/2012,2,1,4,1,1,1,0,1,25.42,30.305,61,23.9994,28
11182,4/16/2012,2,1,4,2,1,1,0,1,24.6,30.305,64,16.9979,14
11183,4/16/2012,2,1,4,3,1,1,0,1,23.78,27.275,68,12.998,8
11184,4/16/2012,2,1,4,4,1,1,0,1,22.14,25.76,77,15.0013,6
11185,4/16/2012,2,1,4,5,1,1,0,1,22.14,25.76,77,15.0013,38
11186,4/16/2012,2,1,4,6,1,1,0,1,21.32,25,83,11.0014,133
11187,4/16/2012,2,1,4,7,1,1,0,1,21.32,25,83,8.9981,387
11188,4/16/2012,2,1,4,8,1,1,0,2,22.96,26.515,83,11.0014,597
11189,4/16/2012,2,1,4,9,1,1,0,1,25.42,30.305,69,15.0013,297
11190,4/16/2012,2,1,4,10,1,1,0,1,25.42,30.305,69,16.9979,224
11191,4/16/2012,2,1,4,11,1,1,0,1,26.24,30.305,65,16.9979,251
11192,4/16/2012,2,1,4,12,1,1,0,1,27.88,31.82,57,16.9979,271
11193,4/16/2012,2,1,4,13,1,1,0,1,30.34,33.335,45,19.9995,263
11194,4/16/2012,2,1,4,14,1,1,0,1,31.16,34.09,45,22.0028,288
11195,4/16/2012,2,1,4,15,1,1,0,1,32.8,34.85,33,30.0026,275
11196,4/16/2012,2,1,4,16,1,1,0,1,32.8,34.85,33,31.0009,358
11197,4/16/2012,2,1,4,17,1,1,0,1,32.8,34.85,33,26.0027,712
11198,4/16/2012,2,1,4,18,1,1,0,1,32.8,34.85,31,26.0027,676
11199,4/16/2012,2,1,4,19,1,1,0,1,31.16,33.335,35,26.0027,522
11200,4/16/2012,2,1,4,20,1,1,0,1,30.34,32.575,37,19.9995,375
11201,4/16/2012,2,1,4,21,1,1,0,1,27.88,31.82,51,16.9979,271
11202,4/16/2012,2,1,4,22,1,1,0,1,27.88,31.82,51,16.9979,214
11203,4/16/2012,2,1,4,23,1,1,0,1,28.7,31.82,45,19.9995,121
11204,4/17/2012,2,1,4,0,0,2,1,1,27.06,31.06,54,12.998,43
11205,4/17/2012,2,1,4,1,0,2,1,1,26.24,31.06,57,11.0014,11
11206,4/17/2012,2,1,4,2,0,2,1,1,22.96,26.515,83,7.0015,4
11207,4/17/2012,2,1,4,3,0,2,1,1,22.96,26.515,83,6.0032,6
11208,4/17/2012,2,1,4,4,0,2,1,1,27.06,31.06,44,15.0013,9
11209,4/17/2012,2,1,4,5,0,2,1,1,24.6,31.06,53,16.9979,30
11210,4/17/2012,2,1,4,6,0,2,1,1,24.6,31.06,46,16.9979,144
11211,4/17/2012,2,1,4,7,0,2,1,1,24.6,31.06,43,16.9979,461
11212,4/17/2012,2,1,4,8,0,2,1,1,24.6,31.06,43,15.0013,673
11213,4/17/2012,2,1,4,9,0,2,1,1,24.6,31.06,38,32.9975,400
11214,4/17/2012,2,1,4,10,0,2,1,1,24.6,31.06,38,27.9993,217
11215,4/17/2012,2,1,4,11,0,2,1,1,24.6,31.06,33,27.9993,239
11216,4/17/2012,2,1,4,12,0,2,1,1,24.6,31.06,33,23.9994,244
11217,4/17/2012,2,1,4,13,0,2,1,1,25.42,31.06,29,16.9979,239
11218,4/17/2012,2,1,4,14,0,2,1,1,26.24,31.06,27,19.0012,257
11219,4/17/2012,2,1,4,15,0,2,1,1,27.06,31.06,24,22.0028,308
11220,4/17/2012,2,1,4,16,0,2,1,1,27.88,31.06,22,23.9994,370
11221,4/17/2012,2,1,4,17,0,2,1,1,26.24,30.305,25,19.9995,781
11222,4/17/2012,2,1,4,18,0,2,1,1,26.24,30.305,25,19.0012,775
11223,4/17/2012,2,1,4,19,0,2,1,1,24.6,30.305,26,16.9979,537
11224,4/17/2012,2,1,4,20,0,2,1,1,24.6,30.305,23,19.0012,402
11225,4/17/2012,2,1,4,21,0,2,1,1,22.96,26.515,26,19.9995,297
11226,4/17/2012,2,1,4,22,0,2,1,1,22.14,25.76,30,16.9979,162
11227,4/17/2012,2,1,4,23,0,2,1,1,22.14,25.76,32,15.0013,82
11228,4/18/2012,2,1,4,0,0,3,1,1,22.14,25.76,32,11.0014,38
11229,4/18/2012,2,1,4,1,0,3,1,1,21.32,25,34,12.998,14
11230,4/18/2012,2,1,4,2,0,3,1,2,20.5,24.24,42,12.998,9
11231,4/18/2012,2,1,4,3,0,3,1,2,20.5,24.24,42,15.0013,6
11232,4/18/2012,2,1,4,4,0,3,1,2,20.5,24.24,42,19.0012,7
11233,4/18/2012,2,1,4,5,0,3,1,2,20.5,24.24,39,19.0012,34
11234,4/18/2012,2,1,4,6,0,3,1,2,20.5,24.24,39,19.0012,134
11235,4/18/2012,2,1,4,7,0,3,1,2,20.5,24.24,39,12.998,418
11236,4/18/2012,2,1,4,8,0,3,1,3,20.5,24.24,39,12.998,576
11237,4/18/2012,2,1,4,9,0,3,1,3,19.68,23.485,44,19.9995,265
11238,4/18/2012,2,1,4,10,0,3,1,3,19.68,23.485,47,15.0013,147
11239,4/18/2012,2,1,4,11,0,3,1,3,18.86,22.725,47,16.9979,119
11240,4/18/2012,2,1,4,12,0,3,1,3,18.86,22.725,51,7.0015,110
11241,4/18/2012,2,1,4,13,0,3,1,3,18.86,22.725,59,0,64
11242,4/18/2012,2,1,4,14,0,3,1,3,18.04,21.97,72,7.0015,51
11243,4/18/2012,2,1,4,15,0,3,1,3,17.22,21.21,77,12.998,98
11244,4/18/2012,2,1,4,16,0,3,1,2,17.22,21.21,77,15.0013,235
11245,4/18/2012,2,1,4,17,0,3,1,2,17.22,21.21,77,12.998,488
11246,4/18/2012,2,1,4,18,0,3,1,2,17.22,21.21,77,0,505
11247,4/18/2012,2,1,4,19,0,3,1,2,17.22,21.21,77,8.9981,368
11248,4/18/2012,2,1,4,20,0,3,1,2,17.22,21.21,77,7.0015,260
11249,4/18/2012,2,1,4,21,0,3,1,2,17.22,21.21,82,6.0032,189
11250,4/18/2012,2,1,4,22,0,3,1,2,17.22,21.21,77,6.0032,162
11251,4/18/2012,2,1,4,23,0,3,1,2,17.22,21.21,77,0,70
11252,4/19/2012,2,1,4,0,0,4,1,3,17.22,21.21,77,0,25
11253,4/19/2012,2,1,4,1,0,4,1,3,17.22,21.21,77,7.0015,13
11254,4/19/2012,2,1,4,2,0,4,1,2,17.22,21.21,77,0,6
11255,4/19/2012,2,1,4,3,0,4,1,2,17.22,21.21,77,0,4
11256,4/19/2012,2,1,4,4,0,4,1,2,17.22,21.21,71,0,4
11257,4/19/2012,2,1,4,5,0,4,1,1,16.4,20.455,82,0,30
11258,4/19/2012,2,1,4,6,0,4,1,2,16.4,20.455,82,7.0015,120
11259,4/19/2012,2,1,4,7,0,4,1,2,16.4,20.455,82,8.9981,406
11260,4/19/2012,2,1,4,8,0,4,1,2,17.22,21.21,82,7.0015,677
11261,4/19/2012,2,1,4,9,0,4,1,2,18.86,22.725,72,0,301
11262,4/19/2012,2,1,4,10,0,4,1,1,19.68,23.485,63,6.0032,189
11263,4/19/2012,2,1,4,11,0,4,1,1,21.32,25,48,0,229
11264,4/19/2012,2,1,4,12,0,4,1,1,22.14,25.76,49,0,264
11265,4/19/2012,2,1,4,13,0,4,1,1,22.96,26.515,46,0,238
11266,4/19/2012,2,1,4,14,0,4,1,1,23.78,27.275,43,0,237
11267,4/19/2012,2,1,4,15,0,4,1,1,24.6,31.06,43,0,262
11268,4/19/2012,2,1,4,16,0,4,1,1,25.42,31.06,41,7.0015,387
11269,4/19/2012,2,1,4,17,0,4,1,1,24.6,31.06,43,6.0032,748
11270,4/19/2012,2,1,4,18,0,4,1,1,24.6,31.06,43,6.0032,776
11271,4/19/2012,2,1,4,19,0,4,1,1,23.78,27.275,46,8.9981,586
11272,4/19/2012,2,1,4,20,0,4,1,1,22.96,26.515,49,15.0013,404
11273,4/19/2012,2,1,4,21,0,4,1,1,21.32,25,55,7.0015,267
11274,4/19/2012,2,1,4,22,0,4,1,1,21.32,25,59,12.998,248
11275,4/19/2012,2,1,4,23,0,4,1,1,20.5,24.24,63,7.0015,144
11276,4/20/2012,2,1,4,0,0,5,1,1,19.68,23.485,67,7.0015,64
11277,4/20/2012,2,1,4,1,0,5,1,1,18.86,22.725,82,12.998,25
11278,4/20/2012,2,1,4,2,0,5,1,1,18.04,21.97,88,12.998,21
11279,4/20/2012,2,1,4,3,0,5,1,1,18.04,21.97,88,7.0015,10
11280,4/20/2012,2,1,4,4,0,5,1,1,17.22,21.21,94,7.0015,3
11281,4/20/2012,2,1,4,5,0,5,1,1,17.22,21.21,94,0,25
11282,4/20/2012,2,1,4,6,0,5,1,1,17.22,21.21,88,0,113
11283,4/20/2012,2,1,4,7,0,5,1,1,17.22,21.21,94,0,359
11284,4/20/2012,2,1,4,8,0,5,1,1,18.04,21.97,94,0,700
11285,4/20/2012,2,1,4,9,0,5,1,1,18.86,22.725,88,6.0032,359
11286,4/20/2012,2,1,4,10,0,5,1,1,20.5,24.24,77,12.998,237
11287,4/20/2012,2,1,4,11,0,5,1,1,22.14,25.76,68,11.0014,254
11288,4/20/2012,2,1,4,12,0,5,1,1,23.78,27.275,53,12.998,362
11289,4/20/2012,2,1,4,13,0,5,1,1,25.42,31.06,43,12.998,381
11290,4/20/2012,2,1,4,14,0,5,1,1,26.24,31.06,44,15.0013,394
11291,4/20/2012,2,1,4,15,0,5,1,1,26.24,31.06,47,12.998,407
11292,4/20/2012,2,1,4,16,0,5,1,1,27.06,31.06,44,12.998,580
11293,4/20/2012,2,1,4,17,0,5,1,1,26.24,31.06,47,19.0012,819
11294,4/20/2012,2,1,4,18,0,5,1,1,25.42,31.06,50,19.0012,668
11295,4/20/2012,2,1,4,19,0,5,1,1,24.6,31.06,53,12.998,492
11296,4/20/2012,2,1,4,20,0,5,1,1,23.78,27.275,56,11.0014,341
11297,4/20/2012,2,1,4,21,0,5,1,1,22.96,26.515,68,8.9981,287
11298,4/20/2012,2,1,4,22,0,5,1,1,22.14,25.76,68,16.9979,202
11299,4/20/2012,2,1,4,23,0,5,1,1,21.32,25,72,8.9981,187
11300,4/21/2012,2,1,4,0,0,6,0,1,21.32,25,77,15.0013,142
11301,4/21/2012,2,1,4,1,0,6,0,1,21.32,25,77,15.0013,88
11302,4/21/2012,2,1,4,2,0,6,0,1,21.32,25,77,8.9981,81
11303,4/21/2012,2,1,4,3,0,6,0,1,20.5,24.24,82,15.0013,29
11304,4/21/2012,2,1,4,4,0,6,0,1,20.5,24.24,82,16.9979,9
11305,4/21/2012,2,1,4,5,0,6,0,1,20.5,24.24,82,16.9979,1
11306,4/21/2012,2,1,4,6,0,6,0,1,20.5,24.24,82,15.0013,31
11307,4/21/2012,2,1,4,7,0,6,0,1,20.5,24.24,82,19.0012,76
11308,4/21/2012,2,1,4,8,0,6,0,1,21.32,25,81,16.9979,201
11309,4/21/2012,2,1,4,9,0,6,0,1,22.14,25.76,77,11.0014,331
11310,4/21/2012,2,1,4,10,0,6,0,1,24.6,30.305,64,19.0012,482
11311,4/21/2012,2,1,4,11,0,6,0,1,25.42,30.305,61,22.0028,608
11312,4/21/2012,2,1,4,12,0,6,0,1,26.24,31.06,57,15.0013,640
11313,4/21/2012,2,1,4,13,0,6,0,1,27.06,31.06,54,15.0013,649
11314,4/21/2012,2,1,4,14,0,6,0,1,28.7,31.82,45,19.0012,609
11315,4/21/2012,2,1,4,15,0,6,0,1,29.52,32.575,39,16.9979,628
11316,4/21/2012,2,1,4,16,0,6,0,1,28.7,31.82,42,22.0028,639
11317,4/21/2012,2,1,4,17,0,6,0,2,30.34,32.575,30,26.0027,568
11318,4/21/2012,2,1,4,18,0,6,0,2,27.88,31.82,47,32.9975,416
11319,4/21/2012,2,1,4,19,0,6,0,3,22.96,26.515,73,32.9975,54
11320,4/21/2012,2,1,4,20,0,6,0,3,20.5,24.24,82,19.9995,39
11321,4/21/2012,2,1,4,21,0,6,0,3,20.5,24.24,82,26.0027,102
11322,4/21/2012,2,1,4,22,0,6,0,1,19.68,23.485,82,19.9995,110
11323,4/21/2012,2,1,4,23,0,6,0,2,18.86,22.725,82,19.0012,91
11324,4/22/2012,2,1,4,0,0,0,0,2,18.86,22.725,82,12.998,117
11325,4/22/2012,2,1,4,1,0,0,0,2,18.86,22.725,82,22.0028,73
11326,4/22/2012,2,1,4,2,0,0,0,1,18.86,22.725,72,19.0012,56
11327,4/22/2012,2,1,4,3,0,0,0,2,18.04,21.97,82,11.0014,40
11328,4/22/2012,2,1,4,4,0,0,0,2,18.04,21.97,77,11.0014,7
11329,4/22/2012,2,1,4,5,0,0,0,2,18.04,21.97,77,15.0013,6
11330,4/22/2012,2,1,4,6,0,0,0,2,18.04,21.97,72,22.0028,12
11331,4/22/2012,2,1,4,7,0,0,0,3,17.22,21.21,77,26.0027,24
11332,4/22/2012,2,1,4,8,0,0,0,3,16.4,20.455,82,16.9979,51
11333,4/22/2012,2,1,4,9,0,0,0,3,16.4,20.455,82,16.9979,79
11334,4/22/2012,2,1,4,10,0,0,0,3,15.58,19.695,82,22.0028,68
11335,4/22/2012,2,1,4,11,0,0,0,3,15.58,19.695,87,19.9995,77
11336,4/22/2012,2,1,4,12,0,0,0,3,15.58,19.695,87,22.0028,61
11337,4/22/2012,2,1,4,13,0,0,0,3,15.58,19.695,82,23.9994,52
11338,4/22/2012,2,1,4,14,0,0,0,3,15.58,19.695,87,22.0028,53
11339,4/22/2012,2,1,4,15,0,0,0,3,15.58,19.695,87,26.0027,38
11340,4/22/2012,2,1,4,16,0,0,0,3,15.58,19.695,87,30.0026,36
11341,4/22/2012,2,1,4,17,0,0,0,3,14.76,15.91,93,30.0026,27
11342,4/22/2012,2,1,4,18,0,0,0,3,14.76,15.91,93,30.0026,39
11343,4/22/2012,2,1,4,19,0,0,0,3,14.76,15.91,87,35.0008,35
11344,4/22/2012,2,1,4,20,0,0,0,3,14.76,16.665,93,27.9993,35
11345,4/22/2012,2,1,4,21,0,0,0,3,14.76,16.665,87,26.0027,11
11346,4/22/2012,2,1,4,22,0,0,0,3,13.94,14.395,87,35.0008,13
11347,4/22/2012,2,1,4,23,0,0,0,3,14.76,15.91,81,31.0009,17
11348,4/23/2012,2,1,4,0,0,1,1,3,14.76,16.665,81,27.9993,6
11349,4/23/2012,2,1,4,1,0,1,1,3,13.94,15.15,87,23.9994,2
11350,4/23/2012,2,1,4,2,0,1,1,2,13.12,15.15,87,22.0028,4
11351,4/23/2012,2,1,4,3,0,1,1,2,13.12,15.15,81,19.0012,1
11352,4/23/2012,2,1,4,4,0,1,1,3,12.3,14.395,81,19.0012,3
11353,4/23/2012,2,1,4,5,0,1,1,3,12.3,14.395,81,19.0012,14
11354,4/23/2012,2,1,4,6,0,1,1,2,12.3,13.635,81,19.9995,45
11355,4/23/2012,2,1,4,7,0,1,1,3,12.3,14.395,81,16.9979,207
11356,4/23/2012,2,1,4,8,0,1,1,2,12.3,13.635,75,22.0028,482
11357,4/23/2012,2,1,4,9,0,1,1,2,12.3,13.635,75,26.0027,272
11358,4/23/2012,2,1,4,10,0,1,1,2,13.12,15.15,70,22.0028,100
11359,4/23/2012,2,1,4,11,0,1,1,2,13.12,14.395,70,23.9994,101
11360,4/23/2012,2,1,4,12,0,1,1,3,13.94,15.15,71,23.9994,129
11361,4/23/2012,2,1,4,13,0,1,1,3,13.94,15.15,66,26.0027,107
11362,4/23/2012,2,1,4,14,0,1,1,3,14.76,15.91,62,30.0026,114
11363,4/23/2012,2,1,4,15,0,1,1,2,14.76,16.665,62,26.0027,112
11364,4/23/2012,2,1,4,16,0,1,1,3,12.3,13.635,81,23.9994,103
11365,4/23/2012,2,1,4,17,0,1,1,3,12.3,13.635,82,22.0028,232
11366,4/23/2012,2,1,4,18,0,1,1,3,13.12,16.665,81,8.9981,379
11367,4/23/2012,2,1,4,19,0,1,1,2,13.94,15.91,76,15.0013,298
11368,4/23/2012,2,1,4,20,0,1,1,2,13.12,15.91,76,11.0014,203
11369,4/23/2012,2,1,4,21,0,1,1,2,13.12,15.15,81,15.0013,152
11370,4/23/2012,2,1,4,22,0,1,1,1,13.12,15.91,76,12.998,89
11371,4/23/2012,2,1,4,23,0,1,1,1,13.12,15.91,76,11.0014,59
11372,4/24/2012,2,1,4,0,0,2,1,2,13.12,16.665,76,8.9981,13
11373,4/24/2012,2,1,4,1,0,2,1,2,13.12,16.665,81,8.9981,7
11374,4/24/2012,2,1,4,2,0,2,1,1,13.12,15.91,81,12.998,3
11375,4/24/2012,2,1,4,3,0,2,1,1,13.12,15.15,81,15.0013,2
11376,4/24/2012,2,1,4,4,0,2,1,1,12.3,14.395,70,12.998,3
11377,4/24/2012,2,1,4,5,0,2,1,1,12.3,14.395,70,12.998,22
11378,4/24/2012,2,1,4,6,0,2,1,1,12.3,14.395,70,15.0013,120
11379,4/24/2012,2,1,4,7,0,2,1,1,13.12,15.15,66,19.0012,390
11380,4/24/2012,2,1,4,8,0,2,1,1,13.94,15.91,61,16.9979,611
11381,4/24/2012,2,1,4,9,0,2,1,1,16.4,20.455,47,23.9994,308
